review_text,cluster
I have an emergency and I can't even update the app and I can't open it? How many times will I update it until I don't have enough data to open it?,1.0
Diko po ma open gcash ko,1.0
Napaka tagal ma verify naka lagay lng dun 7 days tas umabot na ng 15 days wla paden g cash ano na,2.0
"I didn't activate my biometrics, but everytime I try to log in to my account, it wants my face recognition now I can't open my gcash account. Fix this bug. I still have money in my account.",2.0
i dont like this app anymore,2.0
I did not took a loan. SCAMMER!!!😡😡🤬🤬🤬,6.0
even if the connection is okay its always say check your conncetion!!,5.0
Please me the trouble of my gcash,4.0
Terrible. Can't even load my prepaid wifi,4.0
My Compromised account needs to be deleted but THEY ARE ASKING MORE SENSITIVE DOCUMENTS from me before they delete the stupid account 🤦 Im not even using the account but it got hacked from their end. LOL,1.0
Please remove the selfie verification its so annoying because i cant log in my own account! Its always say tha please position my face but my face is already in the position and my place was well lit!! I need to cash out my money in may gcash because it's my allowance and i need it for my project,2.0
Verification is already been a month and because of that i have a lot of outstanding pending bills. Switching now to different apps. Dont waste your time here i had a hard time with life becoz of this cant get my salary,2.0
"my gcash isnt opening, what kind of app is this?! this is very inconvenience for me, been using the app for couple of years then this happen in a sudden, I still do have money inside of it!",5.0
Masmadlas pa update kesa sa naggamit,1.0
"After the update I am having a Hard time logging my account in, the process in which it says I should take a selfie to verify my identity.. Now I cant log my account in eventhough when I take a selfie I am in a very well lit room like the instruction says. Now Im frustrated that I can no longer open my account and do transactions.. Please make another option for logging in.",2.0
Annoying photo upload..very difficult to upload photo for fully verified..😡😡😡,6.0
very useful apps I really love it and it's easy to used 😊 so what are you waiting for download GCash app now.,1.0
Why hide names?? Lots of scammers are using this app then you hide thier name,4.0
The loading screen is so slow and anoying,6.0
"Tanginamo gcash bulok, ilang beses nang nakainan. Sensitive pa masyado para raw iwas scam eh sila naman tong scammer. Magnanakaw putanginaniyo",2.0
After update the biometrics doesn't pop up upon opening the app even when it's enabled,2.0
"Huwag nalang kayo magapply ng verification ng gcash, malapit na ang isang buwan paghihintay ""within 7 days sabi ng gcash"" kahit madenied, wala pa rin.",2.0
The face scanning is failing. I can't open my account. I can't cashout my money.,2.0
"Whenever I opened the app coz I have transactions it always says ""time for update"". Lagi nalang update ng update maan ah..",3.0
"It's been more than a week now and it's still ""we're verifying your account""",1.0
Very nice and helpful to me and the my business. Tnx,5.0
"Every time I log in it always in an update, monthly update for what?",2.0
"1 star kase ayaw mag open ng gcash account, kahapon pa jusko.. Bakit hindi niyo ayusin 🤨",4.0
Unauthorized transaction please fix it,2.0
Balik ko to 5 star pag okay na service. Tatlong araw na hindi pa din nakaka-access 😅,4.0
Animal nga g cash sige ug pangayo selfie dili lang gehapon mo open.,2.0
"Its Very good. Its very usefull especially itcomes of money transfer and sending. i also invest thru this App without transaction outside, its a online transaction which is very very good and better and also 2023-5-7 whats going on, I can't used my gcash it's always tills sorry please try again later, dpat easy and convenience dpat anytime and anywhere, I have connection, yes I log in easily but, when I used it like buy load, nothing happened. I always updated my gcash then ito ang nangyari🙄😭",3.0
I can't reset my MPIN. It always says 'something went wrong'.,2.0
"Too slow,always update the apps,,,please fix it",2.0
i can't open my gcash app after face verifier.,2.0
Very useful to pay bills and send someone a digital cash online.,6.0
Why gcash always updating and some times getting error when I try to log in ?it is essay but sometimes giving me problems and some times scared me if it safe to use it,2.0
maganda ang apps nato,2.0
trash app pls don't install,4.0
"Bad Customer Service. I need to wait like more than a day in their reply about my complaint, if only this wasn't widely used here in the Philippines I wouldn't download this garbage app.",2.0
It's been 3 weeks since I submitted an application to verify my account but until now it has not been verified.,5.0
WORST CUSTOMER SERVICE AND HAVE A BAD REFUND SYSTEM! DONT INSTALL! NOT RECOMMENDED!,2.0
Inang gcash yan noong una laging nalabas pag nagsesend ng pera you are sending to a non verified user tapos ngayon namn take a selfie to verify your identity naka one hundred na ulit na yata ako sa pag scan ng muka eh grabe gcash gawan ng paraan gcash sayang laman ng gcash ko,1.0
"Before the app is easy to use because I can cash in/out the money easily and I was verified because I use the ID of my stepfather. However, during the update it cause me stress and disappointment because it needs a facial recognition which is time consuming that is why I cannot access my Gcash anytime because it needs facial. Yes, Gcash help us to secure money because that is there job however you should consider us student who dont have a national ID yet. This is sad and very bad experience",2.0
Not easy to register,4.0
bwiset na gcash yan!! ayaw magsend ng code,5.0
"This apps is so cruel i pay load through my gcash wallet but i didnt even receive my load its been three days and i didnt even receive any messages from this apps.Im working hard to earn my money and your just going to get it its just 200 pesos,but for me its a lot of money.So those who going to install this apps think carefully.Just install pay maya its more worth it to use.",2.0
So many problem in this apps!!!!!!,4.0
wtfff poor service,5.0
Ang tagal ng verification sabi 7days lang yung pinaka matagal yung akin lagpas na 7 days wala parin tangina,0.0
Nice but sometimes log,5.0
Very easy to use love it,4.0
"I hate explanation, ima lil bit disappointed.",5.0
Problem opening the app. It keeps loading,1.0
I already fully pay my Gloan you texted me that when I get paid all my due i can borrow again but now I fully pay it but Gloan has not responsing i want to loan again,2.0
De ?2 need EE we go see 22 ? 3 see 333s3 see wsess3s seeds è EE RRbut credit 22 w see ⅔ 22 by w 22 we w 22 we 22 2 3rd Ed see wsess3s dr? www SS 22 w,6.0
tagal mag fully verify ang account ko 3months na wala paren,1.0
Update causes problems to the app! TRASH!!!!! .,1.0
7 days has passed but not verified!!!,1.0
so slow if data is using,1.0
I have forgotten my Mpin and tried to recover but cannot log and I have to wait 24 hours just to try again :),2.0
"Slow af, it keeps on updating.",2.0
I can't verify Been doing it for 3 weeks 3 times it said wait within 7 day,0.0
Abrupt maintenance on a regular basis without prior announcement makes it unreliable for a financial app. You shouldn't fully rely on this app for you financial needs. Imagine having an emergency and you need funds but can't access your account due to maintenance without prior advisory. And it's getting buggier and slower each update when they add new things nobody really needs.,3.0
Best application good job.,6.0
Someone else used my phone number and make an account now I can't open that account even thou there's a face recognition verification.,2.0
Ang panget nyo ka bonding laging loading at updating umay,2.0
"Bad apps,more update need😡",6.0
weekly update sucks!,2.0
Pangit ng bagong update di maka log in legit users. Pakiayos naman.,2.0
I really want to use this app so i wont ran out of cash but I forgotten my MPIN and i tried to reset it yet nothing works,2.0
"Terrible service. Resseting MPIN is impossible as it's always error out. Horrible help center as it relies on an automated bot. Submitting a ticket doesn't seem to be possible whatsoever without logging in, yet resetting MPIN is already broken.",1.0
send money in g cash,2.0
Haha may pa face scan scan pa bulok,1.0
yes that works tonight y67 this week gusto umuwi no love him see jh TV 76bu.h the y6 my h no 5jju it to me 8 mm you and 99 is 6 Ii Ii b in UK i7 vs I hi,5.0
The verification is so long until now it's still verifying. I already submitted a ticket.,2.0
"I love Gcash,sana maka install na ako sayo,,,kailangan kita eh,🙏🙏🙏🙏",2.0
not good service keep updating.,1.0
Always updating and now I can't open my GCash account,1.0
"After being scammed and sent them a proof/blotter police report they still mad eme liable for the hefty 21k that never landed on my hands. They won't delete my account and even threaten to send it to 3rd party billing for collections. I had an outstanding credit history and they are the one that destroyed it. Instead of helping victims, they leaning towards protecting the culprits. Worst experience!! 💩",2.0
What happen why I cannot switch to another account using one phone anymore .. even my husband he cannot open his another gcash in the same device ... And when I've checked the balance gcash took my balance already,1.0
"If only I could rate this app -10 stars I would have done it weeks ago! Very bad service specially on deleting an account it made me do many things! I mean I already gaved my ID and other informations but it still kept messaging me requiring more forms, ID's etc. Such a simple task and can't even complete it.",5.0
Suddenly can't open the app. I tried to uninstall and intsall it again but still nothing happens.,0.0
wala kasing laman,2.0
Alwys asking tickets,6.0
can't open my gcash lol your service is getting worst,2.0
It helps me a lot by sending money to my family and vice versa. And also this is where i create my business.,4.0
Almost 3weeks but my acc is still verifying,3.0
nawala ung nasend sa akin na never q pang ginamit etratransfer q pa lang sana sa bdo account q nung echeck q ulit wala ung kakasend sa akin,1.0
I cant get fully verified worst app my ₱1000 been turns to waste worst app ever,2.0
I can't login even though I've already scanned my face until it says the authentication failed,2.0
QQ awaa I'm not a gambler to be there by q tqo q,5.0
why can't you do it in simple chat? my girlfriend lost her phone. everything gcash should do and ask for was done. but why can't you do it in the first reply? Do you have any way to let me know if it's ok? ****,3.0
ubos load ko sainyo gcash kaka install unstall hyssst !,6.0
Sana nmn ibalik ung rebate sa load..kz wala ng rebate kahit 50 cents...grabe kung 100 ang load..as in 100 talaga ang bawas....REBATE PLS..MAY BAYAD NA NGA SA PAG CASH IN WALA PANG REABATE SA LOAD.Ang pangit n ng update dapat nakikita pangalan para malaman mga scammer.kz sa ngayon gcash na ginagamit ng mga scammer mas maganda pa nga sana pati location makita para mabilis matrace mga scammer.What happened I need to pay my loans but always similar transaction grŕrrr crazy..,2.0
"should have options to change mobile number, in case someone lost their sim",2.0
The authentication always field Unstoppable update almost everyday. Very poor system,2.0
"Wag na kayo gumamit Ng gcash...nagcash in ako Ng 300 pesos then nag text Yung gcash na naka received na ako Ng 300 pesos then pag open ko Ng gcash 0 balance,asan na pera ko gcash 6:06 pm ko natanggap text mo tapos 6:57 na Wala pa din...balik mo pera ko😭buti Hindi Ako nagcash in Ng malaking halaga",1.0
"can u guys fix your log in and internet connection issues? Ever since using gcash years ago, it has always been my number 1 problem. The app is great and has a lot of good features for personal or business financial matters but the fact that sometimes it has terrible connection to internet issues just frustrates me even though I have perfectly stable and high connection. Hoping for a good upgraded app from you GCASH ! Thanks in advance",1.0
Scam di ko na makuha pera ko gawa ng face scan na yan,1.0
Kailangan laging iupdate wala ka na nga lang load pang update pa kaya tas sobrang tagal mag loading kahit malakas ang signal pft,1.0
"My mom had this app for 2 years already, it was good but now that my mother passed away and the phone that was used to sign in broke, i tried to log in but it needed face recognition. It doesn't recognize me, i understand since it was my moms account. But i have one problem, the face recognition cannot be changed to the current owner. Please fix this.",1.0
Bug icant log in so annoying,0.0
Agent of gcash is so disrespectful. I think by helping there gcash users is a big problem to them. It seems that they dont give any interest by helping the gcash users.,5.0
Uploading qr code crashes the app,5.0
The down side of this Gcash app is that I can't often use it since it keeps on updating but my phone storage is running out.,4.0
"Ticket bugs, attachment not working",4.0
walang kwentang gcash nambblock ng acct na wala nman dahilan . dahil lang sa unusual activity daw kuno kaya sila nambblock ng acct .. Wala wenta,4.0
"Yes it's very convenient having this app but, verifying your account takes a lot of time even when you provide all the informations needed.",2.0
i couldn't open my account and not working properly,0.0
"My phone's front cam is broken, i can't log in now because it requires to take sa selfie",3.0
So slow if you download this app..haisst annoying ⁹app,6.0
ugh i cant log in😔,4.0
"why do you always submit the ticket, no matter how many times I do it, I still can't register",1.0
Puro nalang kayo update,3.0
Sometimes it removes my account,4.0
Cant work my gcash,2.0
but still its so long to verify my acount.. and i dont know why,2.0
"Been using this app for a while until recently i just cant open the app cant login says i have to submit ticket which i have done about 5x and still gets the same thing. Idk how to fix this...iv tried everything. Reset, uninstall install, nothing helps. Idk what to do.",2.0
"is gcash a scam app?, i can't login my account and need to use a ticket, my account still has a balance, but i cant log in and use it, there is no clear reason why gcash is disabling account, and there is no way to recover. gcash is convenient to store money and they steal it by disabling your account!",1.0
"It's almost two month and my verification didn't done they say ""were verifing your account""",1.0
I use a year the gcash to send money before it's is good but now I don't know why you always changing and need to update always and asking a selfie,4.0
Face recognition. Hindi makarecognize Ng may Ari Ng gcash Anu ba un. May laman pa nman gcash Ng Asawa q Hindi na nmin maopen..pkigawan nman po Ng paraan.,2.0
u can not use it if it were not updated.,3.0
Putanginamo gcash ayusin nyo nMan,6.0
Sana makapag download na aqu ngau g cash qu,2.0
Still i cant open my gcash i already report this but still can't action from gcash all tip advice from gcash ill alread do it but still i can't open log in my gcash always say something wrong error.. Allday ill tried to log in again and till now i cant open it. I was disappointed this issue .,5.0
hoping successfuly i used my g cash or fully verified,2.0
Slow service make it human as much as possible not for ERROR of a ROBOT like you'll get to select based on the problem that your having but resolve it by sending a ticket and for tomorrow for verification.For 2 weeks that tried many times still A ERROR?!?!... Then if you want to delete it there's so MUCH FILE THAT YOU'LL NEED TO COMPLY IN ORDER TO PROCEED DELETION FOR 5 BUSINESS DAYS?!?!!!,1.0
Daming bugs bagal pa ng loading screen Ina nyo,5.0
This app used to be useful now it's dangerous and unsafe putting money on this app.,4.0
This app is getting inconvenient as time goes by.,2.0
I want to regester g cash,4.0
I play game and I wish it could be ok...,5.0
Akong nawong Dile genadawat😂,3.0
Is this app good at liking bank account,1.0
cant even verify my acc pure dogshit and i cant delete it its been a year or 2 i think,5.0
Ang Alam Lang ata gcash ay ang mag update wala naman nababago Sa serbesyo Nila apaka bagal padin,1.0
I forgot my mpni. But I can't have to access in reset my mpni. Please help me.,1.0
"Why need to verify account to send money, my money still in my gcash I can't send it",5.0
"The update is killing me. I've done multiple times with the face verification and it sucks I can't Login. You better remove that thing, it's really inconvenient for us, take 8-10 minutes before you can login. Please take action immediately",4.0
Why it keeps say authentication failed and send ticket I can not open my gcash account pls fix it!!!!,4.0
I forgot my MPIN but my GCash pas I still remember how I can reset 🙂the is saying something wrong,3.0
Bpi Gsave stole my savings!!!!,1.0
"Don't download this app it's scam, there is unknown user when you buy online that use your account and you didn't know your money has charge. When you report the problem there is no feedback, I lost my money for my tuition.",6.0
"NO TO FACIAL RECOGNITION!! I USE TO LOG IN MY ACCOUNT WITH FACE RECOGNITION UNTIL THE ATTEMPT IS OVER, NOW IM SUFFERING TO SUBMIT A TICKET BECAUSE ALL OF MY DOCUMENTS ARE NOT HERE",1.0
It keeps repeating on facial recognition... cant even open my accnt for a week now....do something,3.0
WHY I ALWAYS UPDATE MY GCASH APP??!!,1.0
Nice easy to withdraw,1.0
"The latest version of gcash ap is not ompatible with my SM-A725F/DS with upgtaded to andriod version 13, ONE UI 5.1",4.0
Just remove your face scan and biometrics its a bug i can't open my acc because of it,2.0
"I cant log in, cause of doublesafe, the selfie scan aint working, i really need the money😔.",5.0
Double register Not login,2.0
"please, bring back the old version of gcash. why did u put face scan verification without our consent? i already scan my face many times it didn't work that's why i give it 1 star.",5.0
"to much for that face recognition thats very unnecessary, that is stupid idea",2.0
very good and easiest way to send o transfer money,0.0
Putang Ina hndii na ako makilala ni gcash tagal na kasii Nung gcash ko.,1.0
"Its lagging most of the time, because maybe there are so many company ads. Gcash should make this ap strickly for business transaction not their personal ads space.",6.0
Nakakainis bweset Ang tagal na nga mag loading kung ano ANO pa DAPAT gawin para mabuksan agad eh may pin namn nakakainis,1.0
"The verification process takes too long. It also requires a lot of update then it keeps on lagging, i played the games in Gaoma and win but it did not credited the price i won",5.0
Sa mga tindahan cash in cash out ang mahal grabe daig ang banko. Hnd pare pareho ang laki ng tubo nila kawawa lalo tao sakanila. Sana maayos nyo yan gcash.,6.0
"I can't open my gcash. It's so frustrating. I already updated it, and it still not working. That's why I rate it one. I'll rate higher, if you will fix it. Thank you!",5.0
Its good for my transactions but its kinda laggy like its loading and take awhile to load that's why and keep it up,2.0
NABUBOLOK NA GCASH NYO AYAW NA MA OPEN GCASH ACCOUNT KO,4.0
"Horrible app, camera wont work well",2.0
Why does it have face recognation everytime i open my account,1.0
1 star.. cant open my gcash without my moms face id!! I'm still a student I dont have a valid id!!!! i need my money now but i cant open this damn app! Stupid face id.,2.0
Napa hirap tanggapin mag verify nang account ma ayosnung id muka lajat ayaw parin paki ayos naman,5.0
bulok talaga hindi ko pa naman sarili gamit kong gcash,5.0
Why there is face recognition i registered my gcash acc with my mother i.d and face because i don't have valid I.D before now how i can open it if my mom is in qc and i am here at bulacan. th,4.0
Super maganda at nkakatulong,4.0
When I was trying to verify my face it said It was too dark go to a place with bright setting I'm dark skinned and I was literally in under the sun you trying to be racist?!,1.0
Ilove this apps wow 🤩😍😍😍,2.0
"Very useful app for paying bills, saving money and buying things online The partnership with Pdax that includes crypto currency trading within gcash is a game changer. One of the best Fintech apps I ever used. Thanks alot Gcash",1.0
Very good ka talaga gcash.bibigyan kita nang 5 Star.,4.0
Hindi ko makuha yung allowance namin because of face recognition. Gcash ng asawako ginagamit ko. Hays.,2.0
"After few years, still trash. face recognition is not working. Shouldn't be mandatory, bulok bulok. Daming cheche bureche bago makapag send. Daming bug, sobrang bagal mag respond.",4.0
"Napaka bagal mag install, mag update nakakadurog ng cèll phone",5.0
Bugs! It sucks when you enter the correct MPIN and the correct OTP but you still get Authentication Failed. GCash IOS app works fine though with Biometric login.,1.0
Mom mom mom mom mom. Injection,0.0
Fast and secured app🥰,6.0
"200 ko ibalik niyo magnanakaw kayong gcash kayo, un nalang nga laman ng gcash ko hindi niyo pa pinatawad mga hayop kayo🤬🤬🤬🤬 mamatay na sana kayo.",5.0
ALWAYS REQUESTING TO MAKE UPDATE BUT THERE'S NO IMPROVEMENT!!!!,6.0
"I can't open mh account for some reason, and now there's no way for me to cash out my money",1.0
"Bakit authentication failed gcash account ko na paglog in? Kakagamit ko lang ng gcash transaction ko kahapon eh. Ano ba yan, mga ambayad ko sa online, nacansel dahil diko magamit pera ko. Pakiayos nyo naman mga rules nyo. Nakakaperwisyo na sistema nyo eh",1.0
"Not even 1 star deserve this app, I wanted to put zero star cuz your app is broken as hell.",2.0
Hays.....why always upadating,4.0
"Update about face recognition and i cant submit ticket,regarding to the issue",1.0
Nakakainis kc lagi nag update palagi wasting time ..,2.0
Everytime na na o open ako Ng gcash lgi din ako nag a update..nakakabwisit,1.0
Cant update myghaddd.,4.0
"Good day, I Bought load And I havent recieve Any Load yet. I checked many times The number and it is Correct and It already Deducted my load balance. Please fix it. Thanks.",2.0
Tagal naman ma verified account ko mag wa one month na!,1.0
Fix the bug I can't open my account,1.0
REMOVE FACE SCANNER! ITS NOT HELPFUL AT ALL!,2.0
Very useful and nice apps,1.0
I'm asking bkit d ako mka cash in sa pioneer account ko badly needed ko pa nman slmat,6.0
"It's so hard to login everytime I logged out, even submitting tickets aren't helping anymore. It's disappointing, honestly. Please do something about this, I really need to open my account as I need to get my savings",5.0
"They just don't know what a false report and what's not, they just suspend an account for over a week yet you won't get any apology or whatsoever. You just have to freak out for over a week thinking if you'll still be able to get your money back. Don't ever store huge amount in your account, you'll never know when they'll be unjustly suspending your account.",6.0
"Speaking to a live person requires to submit a very long and unnecessary ticket. My only concern is the GCash GCredit on why it isn't working when ordering to Grab or how can be used to purchase a movie ticket to SM Cinema. And it requires me to enter how much my refund. What is the number of the recipient and much, much more unnecessary stupid redundant questions.",1.0
sobrang bagal i update,2.0
Tong app na to ay maganda kase Wala nang rason si ninang at nong para sa pamasko 🤣🤣🤣,1.0
"Grabe na kayo Gcash!!!!!! una may nakatatlong beses kayo nag kaytas halagang 99 pesos,,,tapis pangalawa sa BPI di nyo man lng nirefund pera ko kahit 300 lng yun napaka laki na saakin nun,pangatlo yung load ko nga yun KINUHA NYO LNG HAAAAYS KAKAINIS",2.0
Tang Ian mo gcash ibalik mo account ko may 2k na laman yon Hindi ko ma open nag send narin ako Ng ticket nag reply naron ako sa email ano paba gagawin ko kaylangan na kaylangan ko Yung pera Ngayon,6.0
the face scan is so annoying pls fix the problem,2.0
"Nag load ako ng Gcash wallet from gomo sim to TM maliit lang naman at na bawas agad yung balance sa wallet ko, kaso wala man lang load at sms confirmation na dumatimg sa tm sim ko, chinik ko muna ang number baka kasi mali, pero tama naman, bat ganun GCASH,??? Purkit nalit lang na amount wala nang action? Nag send na ako ng ticket sa help center ng g cash app kaso wal ding reply, titigil na ba kami sa pag gamit ng app nyu? Or baka need din namin e viral tulad nung isang bloger bago kami tulungan",5.0
"My password wont work so i pressed forgot password and verification but it always says error code give a ticket and cant log in, i have been trying for 2 days already. The tutorial wont help too because if i try it it will lead mr back to the same website. Bad thing is that I had 100 Pesos in that account and im stressing out right now so pls fix the error code when you forgot MPIN and verification. Right now im about to get locked. 100 pesos is a big amount so please fix it... please",5.0
"I did installed this app and when I log in my acct. I got multiple messages of authentication failed!!! So what now, how I can access my cash?",1.0
after the update i cannot access the app anymore sayang yung pera. please fix this,3.0
"That's zero star, it's been 1 month and my gcash has not been fully verified yet",5.0
"The updates are getting really inconvenient, they should at least be optional and not mandatory, jeez😒.",2.0
I need to update it constantly to use it.and I hate the last update cause I can't open the app.it always says log in error..what's the use of the update if the apps is not even usable because you can't log in,2.0
"I cant even freaking log in into my account!!! I've been stuck at the code system log in for quire awhile and even still i can't get in my account log!!! This is the worst!! A reason why i love cash rather than internet cards, 🙄🙄",2.0
"I couldn't open the app, it just keep on going to app info, when you go to play store it just says UNINSTALL, what is going on",4.0
"Hindi parin verify gcash ko ,ano na?",2.0
"G cash Was good but I'm still waiting too long to verify my account, I'll be still on basic verified but still I don't have received yet an SMS to be verified as full. I'll completed my details last month.",1.0
"Very dissapoint... Dont trust this app too much... One of the agent is doing something.. I think, they know what happening in some trouble, and someone took my account and money.. Agent, inside job...",2.0
"everytime there is an update, enrolled/linked banks have to be linked again. what the hell??? why don't you do proper quality check before you release updates?",4.0
"Why is gcash like this, why doesn't my account open, what happened to my gcash account?",2.0
I think Gcash is very useful but the prob.is sometimes its getting trouble to cash in or cash out i hope.it will fix soon,1.0
"Lagi kayong nagloloko kakabuset, Lalo na kapag emergency.",6.0
Tf just happened! after all the updates some sh!tty bug appears after another! for example i bought a load worth of a 100 peso then the load didn't came . after sometime waiting still no load .. what a waste of money!,6.0
I cant open it after the facial verification it wont let me in do i look like im not the owner? I know your strict with your security but can you except the ignorants of others for infact code is just fine if I care with my money Ofcourse I will not share it fix your system.,3.0
napakapanget ng bagong update daming arte king ina nyo,2.0
Takes too long to open upon entering the MPIN,5.0
"Can't receive OTP, IT IS SO FRUSTRATING TO NOT BE ABLE TO ACCESS MY ACCOUNT AS I STILL HAVE MONEY THERE.",2.0
I hate the new update.. its telling me to scan my face.. it did a million times but still cant verify. So much hassle when your in a rush.. arghhh.. no star?.. haiz..,1.0
I didn't receive my load... i waste my 100 pesos,6.0
"SCAAAAAMMMM!! I CANNOT LOG IN MY ACCOUNT. PLEASE, THE UPDATE IS INCONVENIENT FOR BOARDING STUDENTS.",2.0
Ano ba Yan gcash Hindi naman ako nag tatae Ng pera nag load ako sa gcash acc ko Wala naman pumasok na load nakakasawa kayo bukod sa pag cash out mo sa mg tindahan sobra mamahal Ng patong,2.0
Awful UX. Popup ads trick you into clicking on them. App is overall very slow. Truly a Filipino product.,1.0
grabe ka GCash! ilang araw palang mula noong huli kong binuksan ang app mo nag update ako noon tapos ngayong magbubukas ulit ako update na naman?ang tindi mo!,1.0
Nag load ako sa cellphone na kunan ng balance tapos wlang load na dumating sa number na ni loadan ko,5.0
I used this app to reload my phone number and didn't recieved anything. I even have reference number and everything.,4.0
thanks for gcash very fast and safe😊😊😊,5.0
Ayisin nyo yung sa load nag load ako tamanmn yung # di lumasok sakin pero nabawasan ng 100,2.0
Not good my acc is still in the verification process for whole week,2.0
I cannot open my account even im fully verified and have a face recognition,6.0
Hindi na naman dumadating load nyo lods kahit nabawas na ang load sa gcash tsk tsk.. scams Ilan kaya kami nawalan ng load? Nasa 1m? ×100 easy 100m,2.0
Improve your services. Make an Two or three authentication password for security purposes. Your security are poor so some people were stolen by someone.,1.0
"LOAD DID NOT RECEIVED, POOR CUSTOMER SERVICE",2.0
Now i delete accidentally pls i need g cash apps.thank you im ok to gcash,2.0
Pangit nang update. Nilagyan ng face scan sa pag log-in. Pano naman kaming mga sira ang front cam? Makalipat na nga lang sa maya.,6.0
"Do not used or upload this app. My account was hacked today. Gcash did not even send me otp when someone log in into my account using a different mobile device, or send me an otp before sending the stolen money. They couldn't do anything or refund my money, or do something with hackers gcash account. Their automated customer support is off the topic and when u try reach them there were no one to answer your call. Dont be a victim of this very weak gcash app/interface",4.0
"Subrang tagal ma fully verify, nag loloko na ngayon gcash niyo I'm waiting for along week na. Until now Hindi padin na fufully verify sayang Yung pumasok ko na pera.",3.0
"WORST app version ever need selfie verification but it's NOT working naman ! super duper disappointed to this app I'll just uninstall this. Wag na kayo mag install nito kung ayaw nyo hindi makuha ang pera nyo sa gcash daming arte, sa maya app na kayo may cashback pa",2.0
"That face authentication gives me a hard time to access my account. I've tried numerous time but it won't work. My place is well lit, but it won't work. You're giving me a headache gcash. 😡",1.0
I feel annoying it always say update your app then when I updating it never work.,1.0
This app it's not reliable because the load I intended to have it did not load to my sim and i am very disappoint.,2.0
My gcash is no longer safe,6.0
"Tang inang update yan alisin nyo ung face recognition!!!!!!!!! Paano yung wlang frontcam at nasira,!!!",1.0
the gcash face scan is so annoying,3.0
Bugs cannot resolve,1.0
I'm so disappointed in the face verification. Can't you have any option beside face verification..,1.0
Ha*p bakt d napa danlowd Ang gcash🙄,1.0
can there be an option to turn off the face security?,6.0
Easy n friendly,2.0
"Very poor customer service, if you have concerns , a bot will just reply to your message without any sense and will let you wait for days/weeks up to months without solving the problem. Also so many inside job happening, employees are stealing money out of users balance, kaya delikado maglagay ng pera sa wallet. At pag nagpalit ka ng number at magregister ng new account, di na nila iveverify ang new account mo.",2.0
Bwiset na face unlock Hindi q na magamit gcash ko ngaun dahil sa features nyong yun,2.0
I verify my account.. And it said that I waiting and recieved sms within 7 days .. But its been 2 weeks and until now nothing gonna happened..I installed the application because I really need it but.. My experience isn't good and I'm still hoping they're gonna notice it.. And I hoping that my feedback can make their services makes a better improvements.. Thank you..,1.0
"When i need your bank transfer at the critical time, it's under maintenance!. So now I'm gonna pay double because of due date! due to your under maintenance and I can't take my money out of Gcash. DON'T PUT UNDER MAINTENANCE AT THIS TIME, YOU CAN ADJUST IT ON 12AM!.",1.0
"Can't open it anymore i update so many times but i always back for the ""update"" thingy",2.0
The update on loading service makes it harder to use it,5.0
"Nako wag na gamiton to , hindi safe yung security dapat to mawala na",0.0
Nakakainip pa lagi lng mag pa update,2.0
"One star for this app, I tried to entered the code thingi! It only response something wrong again and again and it's kind a annoying 🙂🙂",1.0
Di na pwede gamitin pag Wala Kang existing data. Hindi katulad dati na pwede magamit kahit walng load bastat naka on Ang globe data. Pano tuloy magamit kung kaylangan mag load at mag transfer,4.0
This new gcash update sucks it wont let me change my mipn into a new one this sucks it just directs you to a help center all that it says is to help you then i tried it again then it just said over and over again submit a ticket like what the heck gcash.. pls fix this...,1.0
"I alway have a problem to open may gcash acc. Because of da face verification , im using my relatives name but im using my phone number , the system always want to send or submitt a ticket , you know what gcash i need this app, in my daily needs . Fix it",1.0
"this app is sucks since the last update, so many things to do before you open your account, i don't recommend it for y'all this app is sucks, i can't open my account now because of their last update this app is superrrr suckssss😡😡😡😡😡",4.0
"I can't open my account, it's say error or submit ticket🤦I hate the new update 🤦 It's not working and I can't open my account.",4.0
Tga g cash is amazing,2.0
You guys tryna Scam me ! wont use Gcash anymore!,1.0
bad ux for pasting phone number. pati pag delete ng number bad ux,1.0
Someone trying to hack my account by changing my home address thats why i finnaly delete account not secure money.,5.0
"Hoping na mag karoon NG feature ang gcash na ""gcash kids"" or ""gcash student"" we're a kid or a student can receive and send money or payment para cashless na din sila ... Na gaya nang messenger kids na need approval ng parents ... Talagang mas convenient sana yun Na pwede din silang mag send ng to their savings bank account 🙏.. Malaking tulong para sa mga nanay na malayo sa mga anak o mga magulang na nag ta trabaho sa layo... Maybe a sepate jr app ...",3.0
Mabilis mag transfer Ng pera,2.0
Nag top up ako sa garena tas not send code from gcash,4.0
Why is my new account is not verified..it says wait for 24hours but until now its not verified... please verified my new account name is wemina.thank you,4.0
constant update that still useless. just stay as it is if you didn't add any new features.,5.0
Face verification didnt run well 😠🤬,1.0
"""I had a terrible experience with GCash. My account won't log in it says your authentication failed . I reached out to customer service, but it took several days for them to respond and even then, they were not able to resolve the issue",2.0
daming gcash na hindi maopen.,2.0
Ang daming scam na nagaganap wala man lang kayong action,6.0
The l and first online payment service account number is on the phone with me and all ..,0.0
"Before I really like this app...because it helps me alot, specially in my daily routine.. But now, l started to hate it...because always updated appear in my fone, and very slow loading",1.0
Is there a way to bypass face verify? i cannot log in to my account because of it ever since the update issues started to rise what is going on here?,2.0
