review_text,cluster
Pag naka data di ma open tong nyetang app nyo taz pag naka wifi nag oopen? Anong trip nyo??,0.0
Patang everyday nbabawasan ang gscore ko khit nmn gngmit ko.. kakaloka..,2.0
i cant open my account 2days trouble log in,6.0
Terrible app don't use it you are going to waste your time and money,5.0
Alam niyo tang ina niyo e nu? Hindi ko ma log in account kasi ayaw mag process ng verification.,5.0
can't open app after the update,4.0
Paki asikaso mga prob po ninyo para tumaas ratings nyo po..,0.0
"I can't open my account, it's been two days now it keeps saying something is wrong but I've done everything, and your ""help"" has not been useful",6.0
pinakabulok na app sa balat ng lupa,4.0
Cannot install.tsk.i have to use it to pay our grocery,3.0
Palagi kayong my issue.mag sara na lang kayo.laking abala ang ginagawa ninyo sa amin.2 days di ko ma open ang gcash ko.nandon pambili ng gamot ko.ala kayong kwenta dapat sa inyo i raffy tulfo.para mag sara na kayo 😡😡😡,2.0
For verification system ay useless ang ped card ko kailangan ko pa pumunta sa villiarica para mag pa verify edi sayang din oras ko sana palitan nyo yung iba id at payagan na ang app ang mag verify,0.0
Keeps stealing my load. Pending references data.. ALL UNSOLVED!,5.0
i cant open my gcash .. always error ehat happened gcash? and also furing opening thr loafing is super slowwwwww,6.0
Easy paying bills. That was a year ago. But not now. Sad to say,6.0
"It's terrible! Everytime i open my gcash it's says ""Something went wrong"" and try after an hour like wth! Seriously? Then how can you be so sure that our money there is safe?! 🙄😏",4.0
Error face recognation hmmmm😠,3.0
"I already intall gcash, and i need to verify my account but gcash dont accept my ID, i hate this app 😡🤬😈👿",0.0
"I give a 1 star my acc gcash is crashing error .. I'm creat the new acc.. hehhh,..Yan, 1 star na lahat.. nawawala ang acc ko Dito, ... Hehhh, kainis creat nanaman ako BAGO ,ok lang madali mag GAWA hirap kaya 7.days pa verify toink...kahit my password kapa... useless password mo mawala acc ko hehhh...",6.0
Pangit na app nato. Kakainis. Kaka upgrade ko lang tapos di ko na ma open account ko. Siguro nanakawin ng Gcash ang pera ko don. (Edit) so ayon na nga nag transfer ako ng pera sa BDO binawas na sa account ng Gcash ko pero di pa nag re reflect ang pera sa BDO. Kaya wag na po kayong mag install ng app nato. Mag Maya na po kayo.,4.0
I can't do my acc in gcash,4.0
Napka wlang kwentang apps,3.0
something went wrong...always pop up in the screen and have troubleshooting,5.0
Walang kwentang service nyo,6.0
I had a bank transfer transaction this morning. I transferred money from gcash to my bank but did not receive it. No sms and email confirmation that it was successfully transferred but the amount was already deducted from my gcash wallet. Transaction was also not listed in the history. Really frustrating! That's our hard earned money! Please resolve your system issues ASAP!!!,3.0
"You cannot open the application sometimes, and there are cases that money is deducted from your balance without trace.",6.0
lagi nalang down system nyo. nakasira kayo ng buhay alam nyo ba yun🙄🥴,2.0
Palpak serbesyo dami nawawalan Ng Pera Hindi ma ayus ayus mismo gcash na Ng sscam Ng customer nila,1.0
"Just recently, I transfered my money to Maya Wallet since the day I learned that GCASH stole money. And it subracted my money but my Maya Wallet did not received the money and no transaction history was made. GCASH ano na, kahit si Gigi naging bobo kasi iba binigay na sagot.",0.0
ano na gcash hinde kona ma open account ko. Dalawang araw na ganito palaging sinasabi later report ticket ano na!!!!,1.0
ARAW ARAW NALANG SIRA GCASH DI NANAMAN MA OPEN,2.0
Lagi nalang may issue! Napakahirap buksan at gamitin.,2.0
Marami nang problema bago ka makalog in di maoopen kahit tama ang code,0.0
i cannot log in .my face confimation was so difficult to log in,6.0
Very helpful apps for me thank you so much,6.0
"This app always say ""something wrong"". It's been reallyy annoying and this has been reoccuring lately. I just want to transfer money. Noticed that it's been slow too.",0.0
what's wrong with your gcash! fooling around,0.0
"Sa palging pag gamit ng gcash account nagkakaron ng aberya, putangina yung pera ko ibgay nyo",2.0
Bwiset kayo di maopen app ngayon.,6.0
I can't log in my gcash app i did everything i can. Please do anything to fix this.,2.0
I did the troubleshoot but it still the same can u make it easy for us okay?,3.0
laging merong face recognition nakakaabala ..dapat aliasin ang face ewcognition,1.0
pisti mo panirado mo pakyo ninyo,6.0
Napakabulok sobrang daming hassle na nangyayari. Hindi na din safe yung pera tas ngayon di makaaccess,3.0
inabmo lagi kang maintenance,3.0
Bulok yung 15k ko dipa binabalik hayusstt,3.0
Hoyy Gcash ayusin niyo service niyo scam na kau!!!,2.0
PUTANGINA NIYO NAMAN GCASH. LAGI NLNG MAY ABERYA SA SYSTEM NIYO. AYUSIN NIYO NMN YAN. LAGING ERROR/TROUBLESHOOTING/PUTANGINA NIYO.,0.0
"I can't log in, it says How to troubleshoot then why is that?, That earlier I use my money 😡",2.0
I can't log-in for almost 2 days. It's always say something went wrong,4.0
after the update and the issue of missing funds. now ots not working its says MPIN invalid. tried to reset and it was sussfull but still aps dint accept my new mpin. CS email and chat just keep on sending generic message. I dnt know ify funds still there or I dnt know.,4.0
"It's been days and I still keep getting error OT50. uninstall/install, reboot phone, clear cache, update. Nkkasawa. Submitting a ticket does not even help. They make you repeat everything you just did. DO NOT put your money here.",0.0
How can i upgrade to P500k load wallet amount?,4.0
"GCash is just disappointing, I can't open my Account. I have submitted a ticket several times and it was ignored, the Chat with Gigi didn't help at all, it just seemed to be taken for granted. I have uninstalled and reinstalled but it's still the same! It's really disappointing, I can't open my GCash account again and again. Is there something wrong with your system?! It's always like that!!! I will be glad if you can solve my problem!",1.0
"Please return the old UI of this app, it's more faste!!!. This morning I always get an error everytime I try tocash in. And now, I cannot even login.",0.0
"terrible app!!!!!! i tried multiple times to open my acc and scan my face multiple times but the app failed do scan it successfully, after i tried so many times, Gcash will automatically send you a Authentication number but still the app will not proceed you to the Authentication option!!! so i cant open my acc!!! worst update tbh",0.0
Grateful for this app i can transact payment easily but whenever i opened this app it always error and took me too long to transact payment.,2.0
"Omg what's wrong i can't open my account and I still have a balance there,please help help help...",3.0
keep in telling that my app is out of date but no latest version ni google playstore,0.0
Potangina mo sinayang mo 3k ko binawasan mo tapos walng nag send na message diko tuloy mapakita Ang recibo sa tindahan napaka hayop mo gcash,3.0
Gcash havibg trouble when you needed it its so annoying i have worth it of small amount they having temporary service plzzz fix this who launched this app Plz solve this,0.0
This is f*#k app it's so many error,0.0
If i could give negative stars i will. Nkiusap ako about bank transfer na ayusin dahil for emergency purpose pag gagamitan nun..but to no avail..wala man lang reply ang customer service,4.0
worst.. and still getting worst.. i hope there an alternative for this worst and inefficient app...,2.0
"This app probably annoying , I think it's better to use paymaya instead🤔 Less than 1 star I should 0/5",3.0
"Lagi na lng may issue, inside job ba to or sadyang mahina ang app nyo. Walang security pera ng mga tao. Unreliable.. Lagi na lng may issue. Ano na nangyayare sa inyo. Ang pera ko hanggang ngyn ala. Ala man lng sa transaction history, alang sms and email confirmation. Ala sa gcash inbox. Pero ang pera na transfer ko ala. Nadeduct sa gcash account ko. Nasan na ang pera ko. Ibalik nyo.",1.0
Unrealiable bank transfer. Transferred a pretty huge amount of money to my bank account and it disappeared. The money is for my dad's meds who is ill. Simply unacceptable! You can't even call them. Their lines are closed as of now. I submitted a ticket 4 hours ago and no response. Ticket number 83769614. My dad's meds cannot wait for 3-5 business days! FIX THIS!,6.0
madali daw sila maka recive,6.0
use other device my Gcash account,4.0
bad experience. the money will fly away and hard to speak with the costumer service. long to wait fpr the solution.,0.0
REFUND MY MONEY ! IT WAS UNABLE TO TRANSFER GCASH TO MAYA SO PLEASE SEND BACK MY MONEYYY !!!,3.0
"Okay sana, nakakautang ka pa pero mas madalas problema lalo na pag mga emergency need hindi na process ng maayos yung credit. Pero debit napaka bilis. Iiyak ka nalang sa tagal ng support",1.0
Always experiencing trouble shoot😡😡😡,1.0
Your getting worst everytime your having an update!!!! Now I cant even open the app and even receive an OTP,0.0
No chat agents to assist you regarding with problems and following up is too much hassle. Bank Transfer confirmation didn't went thru,2.0
Walang representative na makausap sa chatbox,4.0
PALAGI NALANG PROBLEMA SA APP NATO!,4.0
Lagpas 7days na yung verification ano na gcash😡,3.0
"Error?? always error? Crazy App, Always Update, No Improvements, it just keeps getting worst and worst",0.0
"I Lost my 10K There is no transaction history where's my 10K😭😭😭 its for my medication, how can you have access my account. I didn't give my otp to anyone! 😭😭🥺 Not even worth a one star😔",5.0
"GA INSTALL² RKO ANI KAY USO, WA DIAY TOY SULOD PSTE HAHAHA",6.0
Nakakasura kayo gcash nagbank transfer ako tapos ung pera wala sa atm ko tapos nawala din pera ko s agcash scammer kayo,1.0
Once MAKUHA Kona ang pera ko sa gcash pay Maya na ako...,5.0
Very horrible! Imagine I transferred my funds to my maya wallet but it was not credited. You deduct the amount to my balance and yet it has no transaction history! Disgusting app!,5.0
"Please, make it be convenience sometimes because already time consuming if we need to do a process.. Thank you!!",0.0
I CURRENTLY NEED THE FUNDS IN MY ACCOUNT FOR MY SON'S HOSPITAL BILL PARA MAKAUWI NA KAMI TAPOS NGAYON PA KAYO MAG GAGAGANYAN?? ILANG ARAW NA! KAILANGAN NA NAMIN UMUWI NG ANAK KO!!!! KASO HINDI KAMI MAKABAYAD DAHIL SA LINTEK NA BULOK NA APP NIYO!!!!!!!!!!,5.0
Ang gcash at Sinira ang gcash ko Hindi nya I fix po yan lang salamat 🤬🤬,2.0
hirap ng need mo yung money tapos wala ka kang access!!!,2.0
Kainis kase lagi na lang error..,6.0
Ang hirap gamitin dahil Sa do it later nayan antagal pa ma verification kahit na tapos na Ang 7days grabe naman,6.0
Ang bagal nyo pong mag bukas gcash! Gawan nyo nmn po ng paraan.,3.0
Bad experience. I did not get my money via bank transfer. No sense of urgency. They did not bother to help.,3.0
"Tang*** mo gcash puro ka error, ayosin nyo yang application nyo",2.0
Di ako lagi makapag log in . Putang inang yan putang inang yan sayang laman ng gcash ko putang ina nyo,6.0
Worst wallet!!! This wallet app did not sent back my e-money today!!!,2.0
penge cod points,1.0
"I disappointed to the service, the security is too much to the point that it's annoying. The service center also didn't do anything, no action for the customer's problem. Instead make the work convenience, the situation getting worsen.",4.0
"Pagka hirap hirap mag log in , puro submit ticket, pag mag submit Ng ticket, papahirapan pa ! Wala na , Gcash no more na!👎",2.0
It's sometimes frustrating to use because of error login.,1.0
Super Inconvenient App.. Lageng may issue!,3.0
"Unresponsive yung hotline, Lalo pagnagsubmit Ng ticket ni Wala man lang sagot . Sana may konsensya Yung mga transaction na hindi naipapadala sa mga dapat na makakarcv, konsensya sana Kasi Hindi madaling kitain ang pera. Nakaka disappoint madami naghihirap Lalo pa pinahihirapan",1.0
"Halos araw may trouble,ayusin nyo.😡😡",4.0
Laging maintenance at laging daming issue ng pagkahack. Dami rin problem at kakulangan lalo na sa ibang transaction walang confirmation. Hindi na safe.,0.0
"I have no report since I have installed it, like everyone got a problem, unlike now, i just need to cash out my money right now, but I can't get in to the app, what happened?",6.0
please fixed quickly some problems...,6.0
hndi nyo man lang gawan paraan mga nascam at nakukuhanan ng pera,3.0
It used to be an awesome App after the last update but now both me and my husband can't login to our gcash account which is really sucks! It won't send us our OTP to be able to log in to our Gcash. please resolve this problem.,6.0
Gcash is a big SCAAAAAAM e wallet! if u have money please transfer ur funds i recommend use Paymaya,4.0
"It's not letting me in anymore!!! It is always saying try again after an hour but days had passed and it is still not working. I even tried reinstalling it, still didn't work. Trash app!!! You better fix it! My balance in there was such a waste!!!",0.0
"Gone are the days when people are confident in saving with Gcash. With all of the issues with Gcash concerning peoples' money disappearing without even an OTP, notifications and even in the transaction history. All of these and you will never be able to speak with a live agents as they don't have customer service. I switch to other Digital bank/wallet in the market that offer such. Will no longer save in GCash.",0.0
ANO NA GCASH BILYON BILYON KINIKITA NYO AYAW NYO AYUSIN SERBISYO NYO!!! NAKAGATAN KO NA HOTDOG SA 7/11 BIGLANG NAG MAINTENANCE SI GCASG,0.0
Zero cyber security. Zero customer service.,6.0
Until now there is no feed back on my ticket regarding with my money transferred to bank. No transaction record on the app but gcash account has been deducted. Customer service is too long to response.,3.0
Antagal ma verify mg account ko I'm very angry bird na,0.0
Updates killing me.. always saying not enough space. I delete all my apps but still not enough space🙄🙄🙄🙄,5.0
di makapag log in ang hirap makakacontact sa live agent,2.0
"since I updated the app, I kept getting the error 'something went wrong' to which I'm unable to access gcash.",3.0
Your DevOps team is stupid. Just shutdown your system.,2.0
Can't open and always need to update,4.0
"The face authentication login is a bull, please change the confirmation, like emails or sms this is worst",2.0
Its not hassle free anymore...ayaw parin mag log in nang gcash ko..yung selfie scan ayaw din tanggapin..itong mukhang ton nman ni register ko...sana mag response nalang na binlock nila yung acount para di na mag log in nang mag log in.. sa help center nman ginawa mo na lahat sinabi wala parin..sobra kainis na..,4.0
What happened? I used to love this app but now sad to see that it always crashes and on maintenance mode esp when we badly need to use it for payments online. Pls fix it for good. We need this app badly. I don't like paymaya with it's charges on payments etc. Pls update this app.,1.0
Updated to the latest version but I can't open the app because I still need to update a non existing update.,0.0
takteng face recognition yan. wala naman ako maalala na ginawa ko to. di ko mabukasan app ko. kainis.,3.0
pakiayos nmn po ang gcash hindi ko mabuksan po kata mg lologin ako ng password ng try again later learn how to solve troubleshooting plss paki ayus nmn anu yun ang hirap ayusin plss po,6.0
Lagi nag totrouble shoot lalo na pag emergency kailangan pera! Lipat na sa ibang online wallet wag dito sa gcash bulok!,3.0
"The loading screen is very slow. My main problem is the verification, the scanning your ID and face is very laggy and when you're finally done, it's says DO IT AGAIN!!!!!!",0.0
"IF MERONG ZERO, ZERO RATING NA BINIGAY KO! PLEASE LANG PAKI BALIK PERA KO! I DIDN'T RECEIVE THE MONEY TRANSFER TO MY BANK ACCOUNT! WALA MAN LANG ADVISORY OR ANY STATEMENT COMING FROM YOUR END PARA MAN LANG MA AT EASE KAMING NAGHIHINTAY KUNG ANO NA NANGYARI SA PERA NAMIN. NAPAKA BULOK NG SISTEMA NYO, WALANG KWENTANG CUSTOMER SERVICE, D NAG REREPLY SA MGA COMPLAINTS, PATI FB MESSENGER DINISABLE NYO PA PARA D KAMI MAKA MESSAGE!!! MAAWA NA MAN KAYO IBALIK NYO PERA KO!!!!!!!! 🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬",3.0
Cant log in always keep error submit ticket,3.0
"worst app ever. napakatagal maverified ng acc ko apektado trabaho ko, wala pang makausap na totoong cs puro bot.",1.0
Customer Service is taking too long to answer queries. Gcash is always having a maintenance and its taking too long also. I really need my money right now!!! 😡😡😡,2.0
"You're not content in bombarding me with your incessant pop-ups, now the app has ads in it? Are you serious? The ads look dubious and could be potential phishing ads! No wonder you have security problems all the time! I overlooked a lot of things about GCash but if this goes on, I'm going to consider the competition. Smh.",0.0
Cant login to the app after the update. What happened??!,6.0
I cannot login using my mobile data. I'm getting an error that there is a problem and try it after an hour. The option for login using the biometrics is not available. However if I am using my wifi or my home wifi I was able to login. The login for biometrics is available. I have enough data on my mobile data and I am using globe network and I cannot login. My app is updated. Why is it not working.,3.0
Napakapangit ng service niyo. Ang bagal pa magreply ng customer service niyo at ang rude pa dahil biglang nagle-left or hindi nagrereply. Lipat na akong Maya after ko makuha lahat ng funds ko,4.0
"I keep having trouble logging in. The app redirected me to submit a ticket and after submitting, it gave me no resolution at all. GCash used to be convenient to use before, but now it's an app full of errors.",6.0
Why i cant log in its annoying it always says something went wrong fix this asap,3.0
The confirmation code is so very delay almost 5munites before to gavin.,0.0
I can't log in my account in gcash,6.0
Yamete kudasai uhhhh uwu sheeeesh suiiiii uhh uhhh chill,6.0
USO ANG SCAM SA APP NYO DAHIL SA INSIDE JOB!!! MAG MAYA NALANG AKO!,1.0
Hello I would like ask my refund since the load that i sent did not receive from the person that given with,2.0
"Labis akong nahihirapan sa madalas nyong pag aayos ng sistema nyo, bilisan nyo at magpatibay ng husto.",3.0
"Again?? It didn't open, troubleshooting again. 😡",3.0
I can't log in because the authentication code is always late,0.0
Di ko mai log in o ma open yung gcash account ko kahit tama naman yung mpin,3.0
"Recently, I'm unable to login and the app shows a prompt ""something went wrong"" everytime I try to login. Please fix your app",4.0
Nawawala bigla ang pera sa app. Nag transac. Ako online kanina 500 pesos wala sa transaction at hindi narecieve through online QR gamit ko. Nagdeduct pero wala naman narecieve. Kahit sa help center hindi makapagreply.,2.0
I paid like 99 money for load my money got deducted but i didn't even ricieve the load what the hell is with this app wastin my money like hell?☠️☠️,0.0
Horrible experience it was okay at first but then it started to get buggy. I can't login and their help center is taking too long. It's way pass their 24-48 hours. I've been patient but I need to use the app. It's been weeks already. Please give me back my money!,4.0
Mam hinge ako pang gas 1500 tapos papasama si mam francia,6.0
WHAT TICKETS ARE U TALKING ABOUT??? I CANT LOG IN MY ACCT THE HECK. ALSO MY ACC WAS IN TROUBLESHOOT AGAIN,6.0
Bro in Phillipines this is awesome i love it you can pay bills with it and other wow!!,6.0
Hmmm ilang days na hindi ma open yung gcash ko kaylangan ko yung laman may pa submit ticket pang nalalaman deputchaa! Noyan help center di naman nakakatulong modus!!! Bato,2.0
Potangina basurang app dito tayo sa GOtyme basurang gcash,0.0
"App is always down with unexplained errors, all of the past issues with missing balances although fixed already is downright sketchy.",6.0
"this app is very good to use because no need to go with other bank, pawnshop etc. to pay your bills or other payment its good to use this",4.0
Why i cant log in with mobile data?,6.0
"This apps is dieing . I send money to Qpay .no sms for my transaction. Also they just notifi me that its still processing , give back our money.. we need it 76m user you scam us..",6.0
"Poor quality, not secured apps my money is always wasted.",6.0
System problem can't fix right away. We're waiting long hour ago but no improvement at all. Please do some improvement and answer all our concerns. You're active on posting but not answering/replying to our concerns.,3.0
"There's always a problem, even if I ounch in the correct pin it keeps on saying something went wrong. NOTHING WENT WRONG! THE APP IS UPDATED, I HAVE A STABLE CONNECTION, AND IT IS CLEARLY OPENING AND WORKING AND MAINTENANCE IS OVER. WHAT IS GOING ON!? FIX IT.",0.0
Nag bayad ako ng bills sa meralco thru gcash pero wala akong na-recieve na cash back?,4.0
"gcash 2 days na ohh bat unavailable parin kayo , try again later hysss plss lng..",5.0
This app WAS A TOTAL TRASH!,6.0
FIX THE APP MY GOD THE SCANNER IS SO HARD TO USE JUST TO VERIFIED YOUR ACCOUNT THE FACE SCAN IS NOT ACTUALLY WORKING WELL,2.0
Gcash is very convenient BUT they're not increasing my gloan/gcredit and the cashback is very unfair. Be fair GCASH. I am using GCASH for many years na.,6.0
Anong nangyari gcash,2.0
CAN'T OPEN MY GCASH UNTIL NOW. I TYPED MY CORRECT PIN AND THE SCREEN IS FROZE,6.0
What's wrong with this app i can't recover my account could you please take action,3.0
Always says error in logging in,4.0
"I was charged for something In my account, after looking in my transaction history. I was charged from Lazada but I did not purchase anything nor authorized the charges. Worst app",4.0
idiot. stupid app. my gcash account was not verified yet. I'm just regester to become verified account but until now it wasn't,2.0
Putangina nyo gcash,2.0
So it needs a phone that has a 4.4 version. I have an Xperia. I cant use it.,1.0
"Today i cant log in to the app. always saying ""Something went wrong"". Help Center not helping at all and developers not repsonding correctly on every concerns even on facebook. Til i got my funds back i wond be using this app again. So frustrating and annoying",0.0
"Low service , I cant verify my Gcash account. Always Error",0.0
"What happened gcash, very long time to verify my gcash number almost 7 days Not already verified. Please fix, and after I change this rating. ok 2 star rating first because one has already verified. if it's a gcash number but the other one has already been verified but can't open. If you fix them I rate 5.",4.0
okay sana kung ibalik yung payment method sa gcredit at ggives sa shoppee😅 para mas madaming ma order😂✌,4.0
Gcash Plus account but can't edit profile,6.0
So many error like what the heck i can't finish my registration,6.0
magaling to g ash,2.0
my son's account cannot be opened. The money is needed for my medicine.,4.0
Gcash ano na di ka ma open tang ina ka!!!!😡🤬🤬🤬🤬🤬,1.0
Wag na wag nyong gagamitin to kung. ayaw nyo masira buhay nyo sobrang bulok ng plataporma neto sobrang demonyo ng may ari neto,6.0
"Can you please fix it? It always "" something went wrong"" fxxk.",0.0
"WORST APP!!! after I cashed in from my bank, I didn't receive the money in my gcash but the money deducted on my bank, I called your CS provided all the screenshots and reference # but they didn't solve it! It's been 2days still on processing!!! We badly need our money to pay our bills!!!! The worst is your CS keep on hung up on me after verifying my details!!! 🙄🙄🙄🙄 Give back our money!!!! 😠😡🤬🤬😤😤",2.0
"Bigla i hohold account mo tapos sobrang daming hinihinging information just because marami kang transaction from gcash to gcash and bank transfer, akala siguro nila mayaman ako HAHAHHAHA. Hindi naman ganun ka secured at bulok naman ang costumer service nyo kaya di ko na nanaisin maayos pa gcash account ko kung may PAYMAYA naman 🤪",2.0
Walang kwenta scammer pa kau,2.0
Sucks cant reset mpin,1.0
Nice to see you gcash,3.0
cannot able to.log in on.my gcash account hope you will be able to fix this error or you will loss all your subscriber i need my gcash now to pay bills but it sucks,5.0
Keeps crashing and troubleshooting makes me pissed off,6.0
gcash is the best way to do all your transaction online,2.0
I cant change my mpin and I have money inside,6.0
WORST SERVICE EVER,0.0
"So bad, it doesnt work. It keeps on saying that its troubleshooting and to wait for another hour. I waited for a day and nothing changed! This app sucks!",5.0
its good but my account is still suspended.,4.0
I did a bank transfer last night and til now funds still not available..fix your issues you're a financial entity,0.0
HAYOP YANG FACE SCAN NIYO NAPAKAWALANG KWENTA.. ILANG TRY NA GINAWA KO AYAW PA RIN BWESIT NA UPDATE YAN.. KUNG MAY LALAGAY KAYO NG GANYANG SECURITY FEATURE MAKE SURE NA GAGANA.. BWESIT TANG INA,6.0
Poking ina nyo kapag talo kayo sa lakarrs wag nyo damay pera namin mga gago king ina nyo mga bobo,6.0
..i cant log in my gcash acc i hope you fix it now ..it saya thay my gcash have trouble shooting...pakiayos naman bakit ganyan gcash namin pareho mag asawa ganyan ngyare,5.0
Ganda ng Apps nato super Bilis tlga,4.0
Ilan araw na hndi padin verify gcash Anong nangyare,2.0
"Walang kwenta tong app na to. Pag sobra ang charge tas pag sinubmit mo ticket the same day, almost 30 days na wala pa rin improvement kahit error nila. Walang mag eentertain sayo na CSR after ilang days, kung may magreply man igoghost ka rin. Kung naghahanap ka ng sign para i-uninstall o wag itry to, ito na yon. Convenience, 10/10. Security, customer service, charge and fees -999999/10.",4.0
"I cant log in my gcash account ""need to submit a ticket"" problem for second time",3.0
"1 start only , hindi makapag delete ng account kasi wala na Yung simcard send ng send ng otp sa Sim wala na nga tas walang option na change number kahit change number na lany ano aantayin ko pang maexpire simcard ko bago may mangyare? Puro ticket lang sa email wala naman nangyayare hindi umuusad puro ticket lang, send ng send ng OTP eh wala ngang access dun sa Sim card kasi nawala",3.0
Fix your qr scanner! Okay na okay internet connection ayaw mag scan qr! Sobrang hassle!,2.0
Hirap mag verify paulit ulitt **** ***,2.0
The app is always under maintenance. It is always down! Don't want adds when I pay the company money always.,3.0
"wag nyo na lagyan ng face recognition, juskopo hindi magmatch e",6.0
laggy unreliable i once loaded it with 222pesos and i paid an online bill of 219 so i have 2peso left but when i check it out its gone i don't know how but shane on uph if you did something like stealing money from your customers!!,6.0
Sana Magkaroon ng DarkMode Si Gcash Soon!!❤️,1.0
gcash ano i need to cash out my money transaction si limit exceeded,3.0
I can't use my gcash app yesterday night til now.,6.0
"Missing bank transfers, gforest not updated... what's going on?",6.0
"Why gcash is not working over wifi, but when i use may data its working. Please fix the gcash problem over wifi network",1.0
Too much unwanted security feature. Remove facial recognition 👎,6.0
What's going on?!! I can't log in to my account!!! U said 2hrs. How many hours already?!! Pls fix this asap!!! I need to cash out/widraw!! I need my money!!,0.0
This apps always have isue ...icant open my g cash acc.😡😩,1.0
i feel not safe but its okay i hope to More secured and emproved this app,2.0
grabe d na magamit yun Gcash. Ngaun Kawawa Sainyo,2.0
.dko Aklain pahirap ng pahirap bago mbuksan ung acc ng gcash mas mdalas pa sya kung mag troubleshooting at khit Tama nman ung mpin mo nila2gay lagi gusto mag reset mpin ang dpat gawin na hindi nman dpat kailangan KC alam mo sa sarili mo na Tama nman m0in db,6.0
PHISHING KAYO! SCAMMER! YUMAYAMAN KAYO SA PANLOLOKO NIYO! IBALIK NYO YUNG ACCOUNT AT PERA NAMIN!,3.0
"Bank transfer was unsuccessful but it deduct to my gcash balance, the recipient did not receive the money.",1.0
"Why is it keep on saying try for troubleshooting when I cannot register my number, I did a lot of the said instructions but still it failes my expectation.",3.0
Gcash not trusted anymore firstime experience i transfer to paymaya did not receive and worst gcash help did not give me an update until now,4.0
"Account verification stated it will take 7 days but its been 10 days or more and still no update with my verification process. Also, there are only bots responding to tickets submitted. Do better, how annoying. Makes me feel discouraged to use gcash anymore with this sloppy performance",1.0
Poor costumer service. Maya is much better than this,4.0
Mabagal proseso nila sa mga case ng report hanggang ngayon di ko na mabuksan gcash ko kakahingi ng submit to ticket wala din naman ngyayare,0.0
Steel we're verifying your account,2.0
Not safe information leaked. Very bad security from the app,1.0
I always encounter problem even when I just log in right now I can't even open my account,4.0
Cant even access this damn app!,2.0
Always under maintenance and cannot be trusted due to on going issue of users loosing their funds,4.0
1month na diparin nag nagveverify,6.0
T@ngina mo gcash am bob0 mo promise,0.0
Sometimes when I need to use it the most the features aren't available. We need some early prompt prior to issues first,4.0
"A mobile wallet that lets you shop, send, save, and more with your smartphone!",4.0
Good fast and easy to use,2.0
always updated. lag and so slow.,2.0
grabi namn di ko na ma open account ko wag nyo na e install to para di na madagdagan sakit ng ulo nyo,4.0
Napaka BULOK naman ng app na to always GCRASH maintenance,4.0
Almost one week na di magamit ang apps niyo. Ito naba result sa Panay update? Sobrang nakakapanghinayang dahil 8 years kita kasama sa mga transaction pero ngaun nag iba na. Di naman Ako nawawlaan ng pag asa na maayos niyo pa to. Pinasok na ng adds ung gcash app ko diko alam San nanggaling. Paayos Naman po ng service niyo gcash madami po umaasa sa inyo.🙏 #still_hoping,6.0
"I can't open the app right now, what is wrong with gcash right now!",2.0
gcash is a scam...Give back our MONEY!!!!!!,0.0
I can't log in my account. No actions provided by the management.,6.0
Yung pera ko ibalik mo na.. 😭😭,6.0
"Face recognition needs to go. You're just collecting more sensitive data, and it's only a matter of time before we hear of another news about some fraudulent transactions or something.",4.0
"Now, I can't open my account anymore.",6.0
Fully verify pero di naka log in ano yun.. himala,3.0
"Hindi ko ma-access yung account ko sa gcash bwisit, lagi na lang please submit a ticket pag nag login ako di naman makasubmit ng ticket dahil wala sa dashboard ng help center, ayusin nyo gcash trabaho nyo mga bwisit kayo",6.0
I can't reset my mpin. The system is so slow too,4.0
"Please do something about my account, I'm an active user then suddenly I can't access my account? It's been 2 days, I did everything you have told me. I also submit many tickets but you always replied back the same words.",4.0
I can't log in mobile number this time,5.0
Palaging nag troubleshoot palagi nalang maintenance baka sa katagalan yung pera namin nasa gcash mawala,3.0
"if only there is a 0 rating then I will rate this app really 0. it keeps being on maintenance and says ""time for an update"" but then i just updated the app.",2.0
I can't log in my account please fix this issue!!!!!,4.0
"it's always on a problem, damn i'm so hungry i can't order any food because of this app having a problem.",6.0
I can't open it says your not may be able to proceed your app is running gcash emulator.,3.0
"can't open the app while using data, so slow when you are in payment while using the load. Hey, fix your app and your security.",2.0
d ako maka open help walang code na dumarating sa sim globe ko kahapon pa pls help,0.0
Nyare dito sa basurang app hindi ko mabuksan itong basura umaga hangang 3:40pm?? Basurang basura na ba tlga ito ??,6.0
They will ignore you when there is a concern but only celebrities and influencers are given immediate action,6.0
"Always bad internet connections, I can't open my gcash anytime.",4.0
It always says something went wrong try again. I've been trying to open my gcash because online payments keep on pending. My friend's gcash is working just fine . I've been trying for days already,5.0
Please fix your gcash app! I cant even open my account!,2.0
Can't log in. You need to fix this.,3.0
SUCH A HASSLE TO USE THIS APP,1.0
It always maintenance i hate this,3.0
What's happening on this App? I can't open it. Fix this issue as soon as possible. I have same important transaction.,3.0
Mahina tong gcash lagi offline Sana kung Hindi kayang mag opperate mag Sara nalng,5.0
We lost our money and its been 24 hours but still we dont know whats happening.,4.0
"Diko naaopen. Umay to, kung maopen ko man after 10 try pa. Tapos magloload ka lang jusko purp error. Ano na gcash.",2.0
tang ina!!!! may signal naman ako may load ako puta Baker ayaw mag bukas ng gcash ko putang ina talaga!!!!,6.0
